,val_loss,val_acc,loss,acc,lr
0,1.3861495733261109,0.25104166666666666,1.4295767883084856,0.2446933962264151,9.999999747378752e-05
1,1.385798247451456,0.2532051282051282,1.3859653084974675,0.2648456056299232,9.999999747378752e-05
2,1.3816515339745417,0.3247863247863248,1.3808552389190203,0.2891923989083025,9.999999747378752e-05
3,1.3765600828024058,0.2831196581196581,1.384761287594068,0.2749406176125918,9.999999747378752e-05
4,1.3011848518991063,0.41773504273504275,1.3478191371768218,0.3248218526608021,9.999999747378752e-05
5,1.1403848758110633,0.49572649572649574,1.2892238156529334,0.37648456071165,9.999999747378752e-05
6,1.1968103535154946,0.4412393162393162,1.2692069559935437,0.38657957244655583,9.999999747378752e-05
7,1.0014528453859508,0.5726495726495726,1.176939538708775,0.4726840857938463,9.999999747378752e-05
8,1.0764261290558383,0.5160256410256411,1.143661741972536,0.4637767220194719,9.999999747378752e-05
9,1.1583905158898768,0.49893162393162394,1.1468606496366922,0.4726840855814782,9.999999747378752e-05
10,0.881401349336673,0.6260683760683761,1.100365471386853,0.5195961996665194,9.999999747378752e-05
11,0.9224235012999966,0.6228632478632479,1.076159661286234,0.5261282661748329,9.999999747378752e-05
12,0.8334704729226919,0.6720085470085471,1.0555324363312075,0.5445368173852952,9.999999747378752e-05
13,0.8234078058829675,0.6741452991452992,1.058730501177192,0.5374109265073744,9.999999747378752e-05
14,0.795839186407562,0.6848290598290598,1.0130948287007928,0.5831353919239906,9.999999747378752e-05
15,0.7020126509870219,0.7596153846153846,0.9767164739463788,0.584323040663205,9.999999747378752e-05
16,0.8669931924241221,0.6495726495726496,0.972881070791684,0.5866983372213721,9.999999747378752e-05
17,0.6535803792823074,0.7532051282051282,0.9841375009747413,0.5979809977662818,9.999999747378752e-05
18,0.7110742727915446,0.7393162393162394,0.9117525314775046,0.6270783847980997,9.999999747378752e-05
19,0.6846408036529509,0.7457264957264957,0.9306512840286852,0.6062945365339447,9.999999747378752e-05
20,0.6074645957376203,0.7660256410256411,0.8696475734053768,0.6437054628997404,9.999999747378752e-05
21,0.5407910571139083,0.8365384615384616,0.8721052351586892,0.6336104510232559,9.999999747378752e-05
22,0.5672285093201531,0.8141025641025641,0.8199104699273008,0.672802850639452,9.999999747378752e-05
23,0.4069713318449819,0.8760683760683761,0.7956192394333611,0.6870546316873999,9.999999747378752e-05
24,0.5928075104697138,0.7745726495726496,0.8456682174902347,0.6538004747762249,9.999999747378752e-05
25,0.3755272649801694,0.8856837606837606,0.7790199467235392,0.6858669832313429,9.999999747378752e-05
26,0.4790510823074569,0.842948717948718,0.7565977162816462,0.6906175770555709,9.999999747378752e-05
27,0.34763809694693637,0.8878205128205128,0.7265128692935029,0.7209026128266033,9.999999747378752e-05
28,0.46110740533241856,0.8365384615384616,0.7114803793877718,0.7256532069339888,9.999999747378752e-05
29,0.3486878089925163,0.8920940170940171,0.678977680744298,0.7387173399506158,9.999999747378752e-05
30,0.3060742468915434,0.9027777777777778,0.6321365762493106,0.748218527032757,9.999999747378752e-05
31,0.38975849797328316,0.871875,0.654143768931228,0.7422802851772082,9.999999747378752e-05
32,0.2988828960646931,0.9038461538461539,0.6484126427394478,0.7535629450850135,9.999999747378752e-05
33,0.2653285397423638,0.9177350427350427,0.6998293355921386,0.7345605699296802,9.999999747378752e-05
34,0.28822906098814094,0.8985042735042735,0.6197212557186706,0.7600950120180633,9.999999747378752e-05
35,0.34878344719226545,0.8824786324786325,0.6485982217301666,0.755938242280285,9.999999747378752e-05
36,0.2515891237009285,0.9134615384615384,0.6023005763170555,0.7790973874565541,9.999999747378752e-05
37,0.24813685075849548,0.9123931623931624,0.5974282462353377,0.7595011876484561,9.999999747378752e-05
38,0.2409920622395654,0.9177350427350427,0.5760863785789019,0.7862232776265813,9.999999747378752e-05
39,0.2982679811807779,0.9081196581196581,0.5951365289099143,0.7684085513520411,9.999999747378752e-05
40,0.19516192160101017,0.9401709401709402,0.5509209008511342,0.7909738717339667,9.999999747378752e-05
41,0.2790553498471904,0.9198717948717948,0.5964878596489334,0.7737529692627189,9.999999747378752e-05
42,0.22536311254032657,0.9284188034188035,0.5511905290451865,0.7969121137310943,9.999999747378752e-05
43,0.22103971917914528,0.9262820512820513,0.5799364098602122,0.7820665080303817,9.999999747378752e-05
44,0.2525176624329681,0.9123931623931624,0.5514727724702795,0.7975059385254377,9.999999747378752e-05
45,0.17567323288346967,0.9487179487179487,0.5016412273438696,0.8165083138223499,9.999999747378752e-06
46,0.17060696645679638,0.938034188034188,0.46188746608634457,0.8307600952950339,9.999999747378752e-06
47,0.17720339364475673,0.9412393162393162,0.44993316150334556,0.8331353919239906,9.999999747378752e-06
48,0.20593390460961905,0.938034188034188,0.465124642126917,0.8289786224693697,9.999999747378752e-06
49,0.2207487126828259,0.9262820512820513,0.43901109072488165,0.8402612825187538,9.999999747378752e-06
50,0.1940412348152226,0.9444444444444444,0.4499775338342807,0.8289786221862122,9.999999747378752e-06
51,0.1846808556180734,0.938034188034188,0.43607861299129674,0.8372921616617688,9.999999974752427e-07
52,0.18084278761640063,0.9497863247863247,0.4393990963626644,0.8378859858897972,9.999999974752427e-07
53,0.20713562983223516,0.9358974358974359,0.433516321867492,0.8325415674128045,9.999999974752427e-07
54,0.17329771141720635,0.9476495726495726,0.457682765879721,0.8384433962264151,9.999999974752427e-07
55,0.18685950033175638,0.9401709401709402,0.4438016600110469,0.8349168648912335,1.0000000116860974e-07
56,0.20243601551932147,0.9348290598290598,0.4427655315172644,0.836104513064133,1.0000000116860974e-07
