,val_loss,val_acc,loss,acc,lr
0,1.3862815499305725,0.2552083333333333,1.5386185470299842,0.2644230769230769,9.999999747378752e-05
1,1.3555054939710176,0.3173076923076923,1.3730009537417789,0.305064308681672,9.999999747378752e-05
2,1.3490857711205115,0.29273504273504275,1.300980741954693,0.3754019292604502,9.999999747378752e-05
3,1.0429534142852848,0.6079059829059829,1.1923096333286003,0.46020900321543406,9.999999747378752e-05
4,0.9569489191739987,0.6495726495726496,1.1080410917472225,0.5116559485530546,9.999999747378752e-05
5,1.0138700487267258,0.563034188034188,1.0470990789664902,0.5430064308681672,9.999999747378752e-05
6,0.8896031175923144,0.655982905982906,1.0003093300908326,0.5763665594855305,9.999999747378752e-05
7,0.8893342160771036,0.6378205128205128,0.9517092589780065,0.5888263665594855,9.999999747378752e-05
8,0.7180490035277146,0.7841880341880342,0.9048829053759192,0.6268086816720257,9.999999747378752e-05
9,0.7254228046816639,0.7435897435897436,0.8611973067955189,0.6509244372990354,9.999999747378752e-05
10,0.7590154078271654,0.780982905982906,0.8163176556492159,0.6720257234726688,9.999999747378752e-05
11,0.5667852657472986,0.8311965811965812,0.7803017353321579,0.6818729903536977,9.999999747378752e-05
12,0.565787039251409,0.8707264957264957,0.734654148483583,0.71241961414791,9.999999747378752e-05
13,0.4643918652819772,0.8974358974358975,0.681151866721187,0.7343247588424437,9.999999747378752e-05
14,0.4101429678436018,0.907051282051282,0.6483660013537699,0.7556270096463023,9.999999747378752e-05
15,0.32971647560087025,0.9188034188034188,0.5991299552932813,0.7678858520900321,9.999999747378752e-05
16,0.5771413853025844,0.7628205128205128,0.6170193286570705,0.7626607717041801,9.999999747378752e-05
17,0.33236232552772915,0.9284188034188035,0.5665410273136433,0.787379421221865,9.999999747378752e-05
18,0.24158844046103647,0.9497863247863247,0.5464331404189204,0.7940112540192926,9.999999747378752e-05
19,0.2502694522213732,0.9572649572649573,0.552159427254913,0.7960209003215434,9.999999747378752e-05
20,0.21586416241450188,0.9572649572649573,0.5023286914710446,0.8147106109324759,9.999999747378752e-05
21,0.239091420530254,0.9668803418803419,0.49198816970613607,0.8197347266881029,9.999999747378752e-05
22,0.19432022505336338,0.9583333333333334,0.4665222571402117,0.827572347266881,9.999999747378752e-05
23,0.21850833526024452,0.9647435897435898,0.4663241659904983,0.8255627009646302,9.999999747378752e-05
24,0.19158922275926313,0.9572649572649573,0.4467460397163771,0.8372186495176849,9.999999747378752e-05
25,0.23640884573643023,0.9519230769230769,0.44888625995905834,0.8362138263665595,9.999999747378752e-05
26,0.17932515686903244,0.9711538461538461,0.4411794691798771,0.8388263665594855,9.999999747378752e-05
27,0.18243848385973874,0.9583333333333334,0.41332434687967085,0.8478697749196141,9.999999747378752e-05
28,0.29927299165318155,0.8920940170940171,0.42353896772746485,0.8488745980707395,9.999999747378752e-05
29,0.18589750486306655,0.9615384615384616,0.43577886384783066,0.8434485530546624,9.999999747378752e-05
30,0.1887670299436292,0.9636752136752137,0.40956030901030327,0.854903536977492,9.999999747378752e-05
31,0.15354418655236562,0.9635416666666666,0.35017449674690654,0.8772106109324759,9.999999747378752e-06
32,0.14818045808973476,0.9732905982905983,0.32632539471629346,0.8856511254019293,9.999999747378752e-06
33,0.140366217519483,0.9764957264957265,0.3466584005443996,0.8804260450160771,9.999999747378752e-06
34,0.1559309949222793,0.9668803418803419,0.3299554948158969,0.8802250803858521,9.999999747378752e-06
35,0.14080618041702825,0.9722222222222222,0.32692420420347684,0.8842443729903537,9.999999747378752e-06
36,0.1451494413563329,0.9711538461538461,0.32019823760848337,0.8818327974276527,9.999999747378752e-06
37,0.15162584363904774,0.9711538461538461,0.3375625947184885,0.8794212218649518,9.999999747378752e-06
38,0.14559379958698893,0.9722222222222222,0.3140462790750614,0.8838424437299035,9.999999974752427e-07
39,0.1410478566828956,0.9786324786324786,0.3243521657499853,0.8878617363344051,9.999999974752427e-07
40,0.1459129483271868,0.967948717948718,0.3262398899847288,0.8796221864951769,9.999999974752427e-07
41,0.13698153070404998,0.9732905982905983,0.3216931624907006,0.8840434083601286,9.999999974752427e-07
42,0.14505600693643603,0.9722222222222222,0.3439534663962398,0.8766077170418006,9.999999974752427e-07
43,0.13783663485804173,0.9732905982905983,0.3236386143509598,0.8862540192926045,9.999999974752427e-07
44,0.1455114967802651,0.9743589743589743,0.31678872658508767,0.8872588424437299,9.999999974752427e-07
45,0.1306408822027027,0.9743589743589743,0.3353822297413633,0.8832395498392283,9.999999974752427e-07
46,0.15362409852508807,0.9647435897435898,0.3049323794542785,0.8908762057877814,9.999999974752427e-07
47,0.1391774239575761,0.9754273504273504,0.3208896614060141,0.8816318327974276,9.999999974752427e-07
48,0.13520938616532546,0.9754273504273504,0.31209871446013066,0.8878617363344051,9.999999974752427e-07
49,0.13699755250898182,0.9711538461538461,0.31635629100623236,0.8840434083601286,9.999999974752427e-07
50,0.13659161100020775,0.9754273504273504,0.3171732267574482,0.8870578778135049,1.0000000116860974e-07
51,0.13573368384033188,0.9764957264957265,0.3041146568163415,0.8932877813504824,1.0000000116860974e-07
52,0.13414094081291786,0.9743589743589743,0.3197248651379558,0.8882636655948553,1.0000000116860974e-07
53,0.1360602144502167,0.9764957264957265,0.3194519027923848,0.8842443729903537,1.0000000116860974e-07
54,0.1433602408466176,0.969017094017094,0.3238569328926767,0.882636655948553,9.99999993922529e-09
55,0.13490332694899324,0.9743589743589743,0.2996139230739649,0.8888665594855305,9.99999993922529e-09
