,val_loss,val_acc,loss,acc
0,1.3862943649291992,0.25,1.3864817849614404,0.24964488636363635
1,1.3862943649291992,0.25,1.3862943686651028,0.24679487181609852
2,1.3862943649291992,0.25,1.3862943717217513,0.24964387464387464
3,1.3862943649291992,0.25,1.3862943523629778,0.2514245014245014
4,1.3862943649291992,0.25,1.3862943282494178,0.24857549857549857
5,1.3862943649291992,0.25,1.3862944277603062,0.2517806267806268
6,1.3862943649291992,0.25,1.3862943459100534,0.25284900293390977
7,1.3862943649291992,0.25,1.3862943863257384,0.24109686611809283
8,1.3862943649291992,0.25,1.3862943554196263,0.25427350423105083
9,1.3862943649291992,0.25,1.386294351344095,0.2492877492877493
10,1.3862943649291992,0.25,1.3862943499855847,0.2571225071225071
11,1.3862943649291992,0.25,1.3862943499855847,0.23860398862521534
12,1.3862943649291992,0.25,1.3862943594951576,0.25712250720741403
13,1.3862943649291992,0.25,1.386294360853668,0.2492877492877493
14,1.3862943649291992,0.25,1.3862943635706888,0.24465811974302656
15,1.3862943649291992,0.25,1.3862943567781367,0.25427350431595774
16,1.3862943649291992,0.25,1.3862943594951576,0.2517806268230802
17,1.3862943649291992,0.25,1.386294360853668,0.2482193732193732
18,1.3862943649291992,0.25,1.3862943649291992,0.24750712254957596
19,1.3862943649291992,0.25,1.3862943622121784,0.25071225066979724
20,1.3862943649291992,0.25,1.3862943527026055,0.25462962962962965
21,1.3862943649291992,0.25,1.3862943567781367,0.24821937330428012
22,1.3862943649291992,0.25,1.386294360853668,0.2524928775777844
23,1.3862943649291992,0.25,1.3862943594951576,0.2514245014245014
24,1.3862943649291992,0.25,1.3862943635706888,0.24216524208033527
25,1.3862943649291992,0.25,1.3862943622121784,0.25213675213675213
26,1.3862943649291992,0.25,1.3862943649291992,0.2467948718797787
27,1.3862943649291992,0.25,1.3862943649291992,0.24786324786324787
28,1.3862943649291992,0.25,1.3862943635706888,0.2613960113960114
29,1.3862943649291992,0.25,1.3862943635706888,0.2475071225071225
30,1.3862943649291992,0.25,1.3862943649291992,0.24821937330428012
31,1.3862943649291992,0.25,1.3862943635706888,0.24786324794815476
32,1.3862943649291992,0.25,1.3862943635706888,0.2567663818088352
33,1.3862943649291992,0.25,1.3862943635706888,0.24287749287749288
34,1.3862943649291992,0.25,1.3862943649291992,0.2535612535612536
35,1.3862943649291992,0.25,1.3862943649291992,0.24643874639629298
36,1.3862943649291992,0.25,1.3862943649291992,0.24821937326182666
37,1.3862943649291992,0.25,1.3862943649291992,0.25854700854700857
38,1.3862943649291992,0.25,1.3862943649291992,0.241096866181773
39,1.3862943649291992,0.25,1.3862943649291992,0.25035612535612534
40,1.3862943649291992,0.25,1.3862943649291992,0.25534188042678724
41,1.3862943649291992,0.25,1.3862943649291992,0.2414529914954449
42,1.3862943649291992,0.25,1.3862943649291992,0.2581908832757901
43,1.3862943649291992,0.25,1.3862943649291992,0.25249287749287747
44,1.3862943649291992,0.25,1.3862943649291992,0.24857549857549857
45,1.3862943649291992,0.25,1.3862943649291992,0.24358974354729013
46,1.3862943649291992,0.25,1.3862943649291992,0.25284900276409594
47,1.3862943649291992,0.25,1.3862943649291992,0.24928774933020273
48,1.3862943649291992,0.25,1.3862943649291992,0.2489316239740774
49,1.3862943649291992,0.25,1.3862943649291992,0.25676638168147486
